data_index_,solar_prediction_mw,wind_prediction_mw,load_actuals_mw,dayofweek,total_gen
2020-09-09 00:00:00+00:00,1833.208243424962,4788.931200015455,10008.971647395778,2,6622.139443440417
2020-09-10 00:00:00+00:00,4181.650092253808,587.833351041224,9834.719789964995,3,4769.483443295032
2020-09-11 00:00:00+00:00,4221.518591487632,2081.539403276282,9702.873510130476,4,6303.057994763914
2020-09-12 00:00:00+00:00,4157.585921130813,3587.641381408647,8490.759913015805,5,7745.227302539461
2020-09-13 00:00:00+00:00,4441.24847538511,3489.2641888498247,8129.290934549697,6,7930.512664234935
2020-09-14 00:00:00+00:00,4480.829971542046,1388.1710485646952,9760.678847989817,0,5869.001020106742
2020-09-15 00:00:00+00:00,4479.121712480846,898.0768023413052,10032.34757611117,1,5377.198514822152
2020-09-16 00:00:00+00:00,3542.663476874003,7188.985651779161,9967.97580566458,2,10731.649128653164
2020-09-17 00:00:00+00:00,4673.4918847921945,10566.115428080207,9541.669364591067,3,15239.607312872402
2020-09-18 00:00:00+00:00,4642.657222378585,10503.727108526833,9431.872266892968,4,15146.384330905417
2020-09-19 00:00:00+00:00,4025.702067110736,8318.972636479544,8560.21891587992,5,12344.67470359028
2020-09-20 00:00:00+00:00,4414.411960118049,5475.024026387977,8156.081542378275,6,9889.435986506025
2020-09-21 00:00:00+00:00,4510.847640491604,957.9876270138702,9586.010529330646,0,5468.835267505474
2020-09-22 00:00:00+00:00,4087.6992008970697,1844.8867258432178,9755.227306672325,1,5932.5859267402875
2020-09-23 00:00:00+00:00,2795.8141789411143,10662.429852605957,9692.341336586402,2,13458.244031547072
2020-09-24 00:00:00+00:00,2603.492353879351,12200.777295908512,9469.97971358863,3,14804.269649787864
2020-09-25 00:00:00+00:00,1923.1908872001752,11754.932653672297,9633.62560517662,4,13678.123540872471
2020-09-26 00:00:00+00:00,1641.9848641210872,13558.13601108836,8774.50893815636,5,15200.120875209446
2020-09-27 00:00:00+00:00,1954.0920036276075,8805.753455699805,8418.172960644955,6,10759.845459327413
2020-09-28 00:00:00+00:00,420.83763329893367,5741.418056770535,10118.061875464093,0,6162.255690069469
2020-09-29 00:00:00+00:00,1920.8063608218408,2576.486264482102,10061.778584915668,1,4497.292625303942
2020-09-30 00:00:00+00:00,1586.1048566156926,7008.841826328478,9997.887654609101,2,8594.946682944172
